timestamp,cpu_percent,memory_rss_mb,memory_vms_mb
2025-12-03 03:02:17,0.0,16.09,401089.48
2025-12-03 03:02:18,0.0,16.09,401089.48
2025-12-03 03:02:19,0.0,16.09,401089.48
2025-12-03 03:02:20,0.0,16.16,401098.48
2025-12-03 03:02:21,0.0,16.22,401107.48
2025-12-03 03:02:22,0.0,16.22,401107.48
2025-12-03 03:02:23,0.0,16.28,401116.48
2025-12-03 03:02:24,0.0,16.28,401116.48
2025-12-03 03:02:25,0.0,16.28,401116.48
2025-12-03 03:02:26,0.0,16.28,401116.48
2025-12-03 03:02:27,0.0,16.28,401116.48
2025-12-03 03:02:28,0.0,16.28,401116.48
2025-12-03 03:02:29,0.0,16.28,401116.48
2025-12-03 03:02:30,0.0,16.28,401116.48
2025-12-03 03:02:31,0.0,16.28,401116.48
2025-12-03 03:02:32,0.0,16.28,401116.48
2025-12-03 03:02:33,0.0,16.28,401116.48
2025-12-03 03:02:34,0.0,16.34,401125.48
2025-12-03 03:02:35,0.0,16.34,401125.48
2025-12-03 03:02:36,0.0,16.34,401125.48
2025-12-03 03:02:37,0.0,16.34,401125.48
2025-12-03 03:02:38,0.0,16.34,401125.48
2025-12-03 03:02:39,0.0,16.34,401125.48
2025-12-03 03:02:40,0.0,16.34,401125.48
2025-12-03 03:02:41,0.0,16.34,401125.48
2025-12-03 03:02:42,0.0,16.34,401125.48
2025-12-03 03:02:43,0.0,16.34,401125.48
2025-12-03 03:02:44,0.0,16.34,401125.48
2025-12-03 03:02:45,0.0,16.34,401125.48
2025-12-03 03:02:46,0.0,16.34,401125.48
2025-12-03 03:02:47,0.0,16.34,401125.48
2025-12-03 03:02:48,0.0,16.34,401125.48
2025-12-03 03:02:49,0.0,16.34,401125.48
2025-12-03 03:02:50,0.0,16.34,401125.48
2025-12-03 03:02:51,0.0,16.34,401125.48
2025-12-03 03:02:52,0.0,16.34,401125.48
2025-12-03 03:02:53,0.0,16.34,401125.48
2025-12-03 03:02:54,0.0,16.34,401125.48
2025-12-03 03:02:55,0.0,16.34,401125.48
2025-12-03 03:02:56,0.0,16.34,401125.48
2025-12-03 03:02:57,0.0,16.34,401125.48
2025-12-03 03:02:58,0.0,16.34,401125.48
2025-12-03 03:02:59,0.0,16.34,401125.48
2025-12-03 03:03:00,0.0,16.34,401125.48
2025-12-03 03:03:01,0.0,16.34,401125.48
2025-12-03 03:03:02,0.0,16.34,401125.48
2025-12-03 03:03:03,0.0,16.34,401125.48
2025-12-03 03:03:04,0.0,16.34,401125.48
2025-12-03 03:03:05,0.0,16.34,401125.48
2025-12-03 03:03:06,0.0,16.34,401125.48
2025-12-03 03:03:07,0.0,16.34,401125.48
2025-12-03 03:03:08,0.0,16.34,401125.48
2025-12-03 03:03:09,0.0,16.34,401125.48
2025-12-03 03:03:10,0.0,16.34,401125.48
2025-12-03 03:03:11,0.0,16.34,401125.48
2025-12-03 03:03:12,0.0,16.34,401125.48
2025-12-03 03:03:13,0.0,16.34,401125.48
2025-12-03 03:03:14,0.0,16.34,401125.48
2025-12-03 03:03:15,0.0,16.34,401125.48
2025-12-03 03:03:16,0.0,16.36,401125.48
2025-12-03 03:03:17,0.0,16.36,401125.48
