timestamp,cpu_percent,memory_rss_mb,memory_vms_mb
2025-12-03 01:36:49,3.1,17.72,11.0
2025-12-03 01:36:50,0.0,17.77,11.0
2025-12-03 01:36:51,0.0,17.77,11.0
2025-12-03 01:36:52,0.0,17.77,11.0
2025-12-03 01:36:53,0.0,17.77,11.0
2025-12-03 01:36:54,0.0,17.77,11.0
2025-12-03 01:36:55,0.0,17.77,11.0
2025-12-03 01:36:56,0.0,17.77,11.0
2025-12-03 01:36:57,0.0,17.77,11.0
2025-12-03 01:36:58,0.0,17.77,11.0
2025-12-03 01:37:00,0.0,17.77,11.0
2025-12-03 01:37:01,0.0,17.77,11.0
2025-12-03 01:37:02,0.0,17.77,11.0
2025-12-03 01:37:03,0.0,17.77,11.0
2025-12-03 01:37:04,0.0,17.77,11.0
2025-12-03 01:37:05,1.5,17.72,10.91
2025-12-03 01:37:06,0.0,17.72,10.91
2025-12-03 01:37:07,0.0,17.72,10.91
2025-12-03 01:37:08,0.0,17.72,10.91
2025-12-03 01:37:09,0.0,17.72,10.91
2025-12-03 01:37:10,0.0,17.72,10.91
2025-12-03 01:37:11,0.0,17.72,10.91
2025-12-03 01:37:12,0.0,17.72,10.91
2025-12-03 01:37:13,0.0,17.72,10.91
2025-12-03 01:37:14,0.0,17.73,10.91
2025-12-03 01:37:15,0.0,17.73,10.91
2025-12-03 01:37:16,0.0,17.73,10.91
2025-12-03 01:37:17,0.0,17.73,10.91
2025-12-03 01:37:18,0.0,17.73,10.91
2025-12-03 01:37:19,0.0,17.73,10.91
2025-12-03 01:37:20,0.0,17.73,10.91
2025-12-03 01:37:21,0.0,17.73,10.91
2025-12-03 01:37:22,0.0,17.73,10.91
2025-12-03 01:37:23,0.0,17.73,10.91
2025-12-03 01:37:24,0.0,17.73,10.91
2025-12-03 01:37:27,0.0,17.73,10.91
2025-12-03 01:37:28,0.0,17.73,10.91
2025-12-03 01:37:29,0.0,17.73,10.91
2025-12-03 01:37:30,0.0,17.73,10.91
2025-12-03 01:37:31,0.0,17.73,10.91
2025-12-03 01:37:32,0.0,17.73,10.91
2025-12-03 01:37:33,0.0,17.73,10.91
2025-12-03 01:37:34,0.0,17.73,10.91
2025-12-03 01:37:35,0.0,17.73,10.91
2025-12-03 01:37:36,0.0,17.73,10.91
2025-12-03 01:37:37,0.0,17.73,10.91
2025-12-03 01:37:39,0.0,17.73,10.91
2025-12-03 01:37:40,0.0,17.73,10.91
2025-12-03 01:37:41,0.0,17.73,10.91
2025-12-03 01:37:42,0.0,17.73,10.91
2025-12-03 01:37:43,0.0,17.73,10.91
2025-12-03 01:37:44,0.0,17.73,10.91
2025-12-03 01:37:45,0.0,17.73,10.91
2025-12-03 01:37:46,0.0,17.73,10.91
2025-12-03 01:37:47,0.0,17.73,10.91
2025-12-03 01:37:48,0.0,17.73,10.91
2025-12-03 01:37:49,0.0,17.73,10.91
2025-12-03 01:37:50,0.0,17.73,10.91
2025-12-03 01:37:51,0.0,17.73,10.91
2025-12-03 01:37:53,0.0,17.73,10.91
2025-12-03 01:37:54,0.0,17.73,10.91
